Id,Sex,Forearm,Weight,Age,Date,Pos,Pos2,Pos3,Para2,Para1,Para3
fb_398,m,56.64,34.62,34,4/18/15,1,1,1,80,80,50
fb_399,m,56.68,35.15,34,4/19/15,0,0,0,0,0,0
fb_400,m,57.28,35.68,35,4/20/15,1,1,1,99,99,69
fb_401,f,55.56,34.51,38,5/11/15,0,0,0,0,0,0
fb_402,f,56.55,34.7,39,5/12/15,0,0,0,0,0,0
fb_403,f,57.8,34.97,39,5/13/15,1,1,1,86,86,56
fb_404,f,57.94,35.22,39,5/14/15,0,0,0,0,0,0
fb_405,f,58.14,35.95,40,5/15/15,1,1,1,91,91,61
fb_406,f,58.21,36.09,40,5/16/15,1,1,1,96,96,66
fb_407,f,58.33,36.16,40,5/17/15,0,0,0,0,0,0
fb_408,f,58.48,36.17,40,5/18/15,0,0,0,0,0,0
fb_409,f,58.63,36.19,41,5/19/15,0,0,0,0,0,0
fb_410,f,58.79,36.21,41,5/20/15,1,0,0,0,37,0
fb_411,f,59.07,36.22,41,5/11/15,1,1,0,45,45,0
fb_412,f,59.19,36.34,42,5/12/15,0,0,0,0,0,0
fb_413,f,59.3,36.51,44,5/13/15,0,0,0,0,0,0
fb_414,f,59.53,36.54,44,5/14/15,0,0,0,0,0,0
fb_415,f,59.59,36.67,44,5/15/15,0,0,0,0,0,0
fb_416,f,59.7,36.7,44,5/16/15,0,0,0,0,0,0
fb_417,f,59.91,37.01,44,5/17/15,1,1,0,45,45,0
fb_418,f,60.47,37.17,45,5/18/15,0,0,0,0,0,0
fb_419,f,60.52,37.2,45,5/19/15,1,1,0,41,41,0
fb_420,f,61.24,38.14,45,5/20/15,0,0,0,0,0,0
fb_421,f,72.9,51.16,101,5/11/15,0,0,0,0,0,0
fb_422,f,73.55,52.17,106,5/12/15,0,0,0,0,0,0
fb_423,f,73.68,53,111,5/13/15,0,0,0,0,0,0
fb_424,f,73.75,53.92,111,5/14/15,0,0,0,0,0,0
fb_425,f,73.8,54.32,112,5/15/15,0,0,0,0,0,0
fb_426,f,73.94,54.33,113,5/16/15,0,0,0,0,0,0
fb_427,f,73.98,54.34,113,5/17/15,0,0,0,0,0,0
fb_428,f,74.14,54.41,116,5/18/15,0,0,0,0,0,0
fb_429,f,74.21,54.54,119,5/19/15,0,0,0,0,0,0
fb_430,f,74.25,54.81,120,5/20/15,0,0,0,0,0,0
fb_431,f,74.29,54.91,120,5/11/15,0,0,0,0,0,0
fb_432,f,74.31,54.99,120,5/12/15,0,0,0,0,0,0
fb_433,f,74.34,55.21,120,5/13/15,0,0,0,0,0,0
fb_434,f,74.47,55.31,121,5/14/15,0,0,0,0,0,0
fb_435,f,74.49,55.83,122,5/15/15,0,0,0,0,0,0
fb_436,f,74.5,55.94,122,5/16/15,0,0,0,0,0,0
fb_437,f,74.5,56.04,123,5/17/15,0,0,0,0,0,0
fb_438,f,74.51,56.06,124,5/18/15,1,0,0,0,2,0
fb_439,f,74.54,56.25,126,5/19/15,0,0,0,0,0,0
fb_440,f,74.57,56.28,127,5/20/15,0,0,0,0,0,0
fb_441,f,74.62,56.31,127,5/11/15,0,0,0,0,0,0
fb_442,f,74.78,56.42,128,5/12/15,0,0,0,0,0,0
fb_443,f,74.85,56.45,128,5/13/15,0,0,0,0,0,0
fb_444,f,74.95,56.5,128,5/14/15,0,0,0,0,0,0
fb_445,f,75.02,56.54,129,5/15/15,0,0,0,0,0,0
fb_446,f,75.05,56.55,130,5/16/15,0,0,0,0,0,0
fb_447,f,75.13,56.56,130,5/17/15,0,0,0,0,0,0
fb_448,f,75.24,56.57,130,5/18/15,0,0,0,0,0,0
fb_449,f,75.28,56.76,131,5/19/15,0,0,0,0,0,0
fb_450,f,75.33,56.78,131,5/20/15,0,0,0,0,0,0
fb_451,f,75.39,56.99,131,5/11/15,0,0,0,0,0,0
fb_452,f,75.4,57.18,131,5/12/15,0,0,0,0,0,0
fb_453,f,75.43,57.71,133,5/13/15,0,0,0,0,0,0
fb_454,f,75.48,57.77,133,5/14/15,0,0,0,0,0,0
fb_455,f,75.52,57.78,134,5/15/15,0,0,0,0,0,0
fb_456,f,75.53,58.06,134,5/16/15,0,0,0,0,0,0
fb_457,f,75.55,58.08,134,5/17/15,0,0,0,0,0,0
fb_458,f,75.67,58.29,146,5/18/15,0,0,0,0,0,0
fb_459,f,76.2,58.45,147,5/19/15,0,0,0,0,0,0
fb_460,f,76.21,58.67,148,5/20/15,0,0,0,0,0,0
fb_461,m,84.28,75.31,105,5/11/15,0,0,0,0,0,0
fb_462,m,85.06,75.33,105,5/12/15,0,0,0,0,0,0
fb_463,m,85.17,75.5,106,5/13/15,0,0,0,0,0,0
fb_464,m,85.31,75.85,107,5/14/15,0,0,0,0,0,0
fb_465,m,85.33,76.22,110,5/15/15,1,0,0,0,7,0
fb_466,m,85.53,76.25,110,5/16/15,0,0,0,0,0,0
fb_467,m,85.16,75.93,113,5/17/15,0,0,0,0,0,0
fb_468,m,85.32,76.08,117,5/18/15,0,0,0,0,0,0
fb_469,m,85.39,76.9,117,5/19/15,0,0,0,0,0,0
fb_470,m,85.42,77.29,119,5/20/15,0,0,0,0,0,0
fb_471,m,85.44,77.52,119,5/11/15,0,0,0,0,0,0
fb_472,m,85.56,77.82,121,5/12/15,0,0,0,0,0,0
fb_473,m,85.05,77.07,125,5/13/15,0,0,0,0,0,0
fb_474,m,85.11,77.19,126,5/14/15,0,0,0,0,0,0
fb_475,m,85.2,77.52,128,5/15/15,0,0,0,0,0,0
fb_476,m,85.32,78.14,128,5/16/15,0,0,0,0,0,0
fb_477,m,85.41,78.3,130,5/17/15,0,0,0,0,0,0
fb_478,m,85.43,78.78,130,5/18/15,0,0,0,0,0,0
fb_479,m,85.53,79.31,130,5/19/15,0,0,0,0,0,0
fb_480,m,85.53,79.42,132,5/20/15,0,0,0,0,0,0
fb_481,m,85.97,79.51,133,5/11/15,0,0,0,0,0,0
fb_482,m,85.27,78.53,137,5/12/15,0,0,0,0,0,0
fb_483,m,85.27,78.87,139,5/13/15,0,0,0,0,0,0
fb_484,m,85.5,79.53,140,5/14/15,0,0,0,0,0,0
fb_485,m,85.58,80.85,145,5/15/15,0,0,0,0,0,0
fb_486,m,56.13,32.2,37,5/16/15,0,0,0,0,0,0
fb_487,m,57.58,35.69,39,5/17/15,0,0,0,0,0,0
fb_488,m,57.83,36.09,39,5/18/15,1,1,1,90,90,60
fb_489,m,57.84,36.36,39,5/19/15,0,0,0,0,0,0
fb_490,m,57.89,36.74,40,5/20/15,0,0,0,0,0,0
fb_491,m,58.01,36.75,40,5/11/15,0,0,0,0,0,0
fb_492,m,58.04,36.83,40,5/12/15,0,0,0,0,0,0
fb_493,m,58.5,37.34,41,5/13/15,0,0,0,0,0,0
fb_494,m,59.61,37.89,41,5/14/15,0,0,0,0,0,0
fb_495,m,59.72,37.94,41,5/15/15,0,0,0,0,0,0
fb_496,m,59.89,38.34,41,5/16/15,0,0,0,0,0,0
fb_497,m,60.13,38.92,42,5/17/15,0,0,0,0,0,0
fb_498,m,60.34,39.12,43,5/18/15,0,0,0,0,0,0
fb_499,m,60.38,39.65,43,5/19/15,0,0,0,0,0,0
fb_500,m,60.98,40.18,44,5/20/15,0,0,0,0,0,0
fb_501,f,59.19,38.67,47,6/10/15,0,0,0,0,0,0
fb_502,f,60.18,38.86,48,6/11/15,0,0,0,0,0,0
fb_503,f,61.43,39.13,48,6/12/15,0,0,0,0,0,0
fb_504,f,61.57,39.38,49,6/13/15,0,0,0,0,0,0
fb_505,f,61.77,40.11,49,6/14/15,0,0,0,0,0,0
fb_506,f,61.84,40.25,49,6/15/15,0,0,0,0,0,0
fb_507,f,61.96,40.32,49,6/16/15,0,0,0,0,0,0
fb_508,f,62.11,40.33,49,6/17/15,1,1,0,50,50,0
fb_509,f,62.26,40.35,50,6/18/15,0,0,0,0,0,0
fb_510,f,62.42,40.37,50,6/19/15,0,0,0,0,0,0
fb_511,f,62.7,40.38,51,6/10/15,1,1,0,44,44,0
fb_512,f,62.82,40.5,51,6/11/15,0,0,0,0,0,0
fb_513,f,62.93,40.67,53,6/12/15,0,0,0,0,0,0
fb_514,f,63.16,40.7,53,6/13/15,0,0,0,0,0,0
fb_515,f,63.22,40.83,53,6/14/15,0,0,0,0,0,0
fb_516,f,63.33,40.86,53,6/15/15,0,0,0,0,0,0
fb_517,f,63.54,41.17,53,6/16/15,0,0,0,0,0,0
fb_518,f,64.1,41.33,54,6/17/15,0,0,0,0,0,0
fb_519,f,64.15,41.36,54,6/18/15,0,0,0,0,0,0
fb_520,f,64.87,42.3,54,6/19/15,0,0,0,0,0,0
fb_521,f,74.03,52.99,112,6/10/15,0,0,0,0,0,0
fb_522,f,74.68,54,117,6/11/15,0,0,0,0,0,0
fb_523,f,74.81,54.83,122,6/12/15,0,0,0,0,0,0
fb_524,f,74.87,55.75,122,6/13/15,0,0,0,0,0,0
fb_525,f,74.88,55.96,123,6/14/15,0,0,0,0,0,0
fb_526,f,74.91,55.97,124,6/15/15,0,0,0,0,0,0
fb_527,f,74.93,56.04,124,6/16/15,0,0,0,0,0,0
fb_528,f,75.07,56.15,128,6/17/15,0,0,0,0,0,0
fb_529,f,75.14,56.17,130,6/18/15,0,0,0,0,0,0
fb_530,f,75.18,56.44,131,6/19/15,0,0,0,0,0,0
fb_531,f,75.22,56.54,131,6/10/15,0,0,0,0,0,0
fb_532,f,75.24,56.62,131,6/11/15,0,0,0,0,0,0
fb_533,f,75.24,56.84,132,6/12/15,0,0,0,0,0,0
fb_534,f,75.27,56.94,132,6/13/15,0,0,0,0,0,0
fb_535,f,75.27,57.46,133,6/14/15,0,0,0,0,0,0
fb_536,f,75.3,57.49,133,6/15/15,0,0,0,0,0,0
fb_537,f,75.35,57.57,134,6/16/15,0,0,0,0,0,0
fb_538,f,75.4,57.67,136,6/17/15,0,0,0,0,0,0
fb_539,f,75.42,57.68,137,6/18/15,0,0,0,0,0,0
fb_540,f,75.43,57.71,138,6/19/15,0,0,0,0,0,0
fb_541,f,75.43,57.74,138,6/10/15,1,0,0,0,6,0
fb_542,f,75.51,57.85,139,6/11/15,0,0,0,0,0,0
fb_543,f,75.58,57.88,139,6/12/15,0,0,0,0,0,0
fb_544,f,75.68,57.93,139,6/13/15,0,0,0,0,0,0
fb_545,f,75.75,57.97,140,6/14/15,0,0,0,0,0,0
fb_546,f,75.78,57.98,141,6/15/15,0,0,0,0,0,0
fb_547,f,75.86,57.99,141,6/16/15,0,0,0,0,0,0
fb_548,f,75.97,58,141,6/17/15,0,0,0,0,0,0
fb_549,f,76.01,58.19,142,6/18/15,0,0,0,0,0,0
fb_550,f,76.06,58.21,142,6/19/15,0,0,0,0,0,0
fb_551,f,76.12,58.42,142,6/10/15,0,0,0,0,0,0
fb_552,f,76.13,58.45,143,6/11/15,0,0,0,0,0,0
fb_553,f,76.16,58.61,144,6/12/15,0,0,0,0,0,0
fb_554,f,76.2,58.67,145,6/13/15,0,0,0,0,0,0
fb_555,f,76.2,59.14,145,6/14/15,0,0,0,0,0,0
fb_556,f,76.21,59.2,145,6/15/15,0,0,0,0,0,0
fb_557,f,76.21,59.21,145,6/16/15,0,0,0,0,0,0
fb_558,f,76.25,59.49,157,6/17/15,0,0,0,0,0,0
fb_559,f,76.26,59.51,158,6/18/15,0,0,0,0,0,0
fb_560,f,76.28,59.52,159,6/19/15,0,0,0,0,0,0
fb_561,m,59.83,36.7,46,6/10/15,0,0,0,0,0,0
fb_562,m,61.28,40.19,48,6/11/15,0,0,0,0,0,0
fb_563,m,61.53,40.59,48,6/12/15,0,0,0,0,0,0
fb_564,m,61.54,40.86,48,6/13/15,0,0,0,0,0,0
fb_565,m,61.59,41.24,49,6/14/15,0,0,0,0,0,0
fb_566,m,61.71,41.25,49,6/15/15,0,0,0,0,0,0
fb_567,m,61.74,41.33,49,6/16/15,0,0,0,0,0,0
fb_568,m,62.2,41.84,50,6/17/15,0,0,0,0,0,0
fb_569,m,63.31,42.39,50,6/18/15,0,0,0,0,0,0
fb_570,m,63.42,42.44,50,6/19/15,0,0,0,0,0,0
fb_571,m,63.59,42.84,50,6/10/15,0,0,0,0,0,0
fb_572,m,63.83,43.42,51,6/11/15,0,0,0,0,0,0
fb_573,m,64.04,43.62,52,6/12/15,0,0,0,0,0,0
fb_574,m,64.08,44.15,53,6/13/15,0,0,0,0,0,0
fb_575,m,64.68,44.68,53,6/14/15,0,0,0,0,0,0
fb_576,m,87.58,79.11,116,6/15/15,0,0,0,0,0,0
fb_577,m,88.05,79.13,116,6/16/15,0,0,0,0,0,0
fb_578,m,88.07,79.3,117,6/17/15,0,0,0,0,0,0
fb_579,m,88.07,79.53,118,6/18/15,0,0,0,0,0,0
fb_580,m,88.11,79.65,121,6/19/15,0,0,0,0,0,0
fb_581,m,88.2,79.68,121,6/10/15,0,0,0,0,0,0
fb_582,m,88.26,80.02,124,6/11/15,0,0,0,0,0,0
fb_583,m,88.3,80.05,128,6/12/15,0,0,0,0,0,0
fb_584,m,88.32,80.47,128,6/13/15,0,0,0,0,0,0
fb_585,m,88.36,80.5,130,6/14/15,0,0,0,0,0,0
fb_586,m,88.38,80.59,130,6/15/15,0,0,0,0,0,0
fb_587,m,88.41,80.89,132,6/16/15,0,0,0,0,0,0
fb_588,m,88.42,80.92,136,6/17/15,0,0,0,0,0,0
fb_589,m,88.43,81.12,137,6/18/15,0,0,0,0,0,0
fb_590,m,88.47,81.42,139,6/19/15,0,0,0,0,0,0
fb_591,m,88.49,81.54,140,6/10/15,0,0,0,0,0,0
fb_592,m,88.52,81.7,141,6/11/15,0,0,0,0,0,0
fb_593,m,88.53,81.73,141,6/12/15,0,0,0,0,0,0
fb_594,m,88.53,82.07,141,6/13/15,0,0,0,0,0,0
fb_595,m,88.54,82.18,143,6/14/15,0,0,0,0,0,0
fb_596,m,88.61,82.71,145,6/15/15,0,0,0,0,0,0
fb_597,m,88.63,82.73,148,6/16/15,0,0,0,0,0,0
fb_598,m,88.66,82.82,150,6/17/15,0,0,0,0,0,0
fb_599,m,88.83,82.91,151,6/18/15,0,0,0,0,0,0
fb_600,m,88.97,84.05,156,6/19/15,0,0,0,0,0,0
fb_601,f,62.82,42.83,55,7/10/15,0,0,0,0,0,0
fb_602,f,63.81,43.02,56,7/11/15,0,0,0,0,0,0
fb_603,f,65.06,43.29,56,7/12/15,0,0,0,0,0,0
fb_604,f,65.2,43.54,57,7/13/15,0,0,0,0,0,0
fb_605,f,65.4,44.27,57,7/14/15,0,0,0,0,0,0
fb_606,f,65.47,44.41,57,7/15/15,0,0,0,0,0,0
fb_607,f,65.59,44.48,57,7/16/15,0,0,0,0,0,0
fb_608,f,65.74,44.49,58,7/17/15,1,1,0,41,41,0
fb_609,f,65.89,44.51,58,7/18/15,0,0,0,0,0,0
fb_610,f,66.05,44.53,58,7/19/15,0,0,0,0,0,0
fb_611,f,66.33,44.54,59,7/10/15,0,0,0,0,0,0
fb_612,f,66.45,44.66,59,7/11/15,0,0,0,0,0,0
fb_613,f,66.56,44.83,61,7/12/15,0,0,0,0,0,0
fb_614,f,66.79,44.86,61,7/13/15,0,0,0,0,0,0
fb_615,f,66.85,44.99,61,7/14/15,0,0,0,0,0,0
fb_616,f,66.96,45.02,61,7/15/15,0,0,0,0,0,0
fb_617,f,67.17,45.33,62,7/16/15,1,0,0,0,40,0
fb_618,f,67.73,45.49,62,7/17/15,0,0,0,0,0,0
fb_619,f,67.78,45.52,63,7/18/15,0,0,0,0,0,0
fb_620,f,68.5,46.46,63,7/19/15,0,0,0,0,0,0
fb_621,f,74.96,54.62,123,7/10/15,0,0,0,0,0,0
fb_622,f,75.61,55.63,128,7/11/15,0,0,0,0,0,0
fb_623,f,75.64,56.46,133,7/12/15,0,0,0,0,0,0
fb_624,f,75.66,57.38,133,7/13/15,0,0,0,0,0,0
fb_625,f,75.74,57.4,134,7/14/15,0,0,0,0,0,0
fb_626,f,75.8,57.47,135,7/15/15,0,0,0,0,0,0
fb_627,f,75.8,57.58,135,7/16/15,0,0,0,0,0,0
fb_628,f,75.81,57.59,139,7/17/15,0,0,0,0,0,0
fb_629,f,75.87,57.6,141,7/18/15,0,0,0,0,0,0
fb_630,f,75.91,57.87,142,7/19/15,0,0,0,0,0,0
fb_631,f,75.93,57.97,142,7/10/15,0,0,0,0,0,0
fb_632,f,75.95,58.05,142,7/11/15,0,0,0,0,0,0
fb_633,f,75.95,58.27,143,7/12/15,0,0,0,0,0,0
fb_634,f,75.96,58.37,143,7/13/15,0,0,0,0,0,0
fb_635,f,75.96,58.89,144,7/14/15,0,0,0,0,0,0
fb_636,f,75.97,58.9,144,7/15/15,0,0,0,0,0,0
fb_637,f,75.97,58.91,145,7/16/15,0,0,0,0,0,0
fb_638,f,76,58.92,147,7/17/15,0,0,0,0,0,0
fb_639,f,76,58.94,148,7/18/15,0,0,0,0,0,0
fb_640,f,76.03,58.97,149,7/19/15,0,0,0,0,0,0
fb_641,f,76.04,59,150,7/10/15,0,0,0,0,0,0
fb_642,f,76.08,59.08,150,7/11/15,0,0,0,0,0,0
fb_643,f,76.11,59.11,150,7/12/15,0,0,0,0,0,0
fb_644,f,76.21,59.16,151,7/13/15,0,0,0,0,0,0
fb_645,f,76.25,59.2,151,7/14/15,0,0,0,0,0,0
fb_646,f,76.26,59.21,152,7/15/15,0,0,0,0,0,0
fb_647,f,76.28,59.22,152,7/16/15,0,0,0,0,0,0
fb_648,f,76.28,59.23,152,7/17/15,0,0,0,0,0,0
fb_649,f,76.31,59.42,153,7/18/15,0,0,0,0,0,0
fb_650,f,76.39,59.44,153,7/19/15,0,0,0,0,0,0
fb_651,f,76.5,59.49,153,7/10/15,0,0,0,0,0,0
fb_652,f,76.54,59.51,154,7/11/15,0,0,0,0,0,0
fb_653,f,76.59,59.52,155,7/12/15,0,0,0,0,0,0
fb_654,f,76.65,59.65,156,7/13/15,0,0,0,0,0,0
fb_655,f,76.66,59.68,156,7/14/15,0,0,0,0,0,0
fb_656,f,76.69,59.84,156,7/15/15,0,0,0,0,0,0
fb_657,f,76.73,59.9,156,7/16/15,0,0,0,0,0,0
fb_658,f,76.73,60.37,168,7/17/15,0,0,0,0,0,0
fb_659,f,76.74,60.43,169,7/18/15,0,0,0,0,0,0
fb_660,f,76.74,60.44,170,7/19/15,0,0,0,0,0,0
fb_661,m,63.53,41.2,55,7/10/15,1,0,0,0,39,0
fb_662,m,64.98,44.69,56,7/11/15,0,0,0,0,0,0
fb_663,m,65.23,45.09,56,7/12/15,1,0,0,0,40,0
fb_664,m,65.24,45.36,56,7/13/15,0,0,0,0,0,0
fb_665,m,65.29,45.74,57,7/14/15,0,0,0,0,0,0
fb_666,m,65.41,45.75,57,7/15/15,0,0,0,0,0,0
fb_667,m,65.44,45.83,58,7/16/15,0,0,0,0,0,0
fb_668,m,65.9,46.34,58,7/17/15,1,0,0,0,39,0
fb_669,m,67.01,46.89,58,7/18/15,1,0,0,0,40,0
fb_670,m,67.12,46.94,58,7/19/15,0,0,0,0,0,0
fb_671,m,67.29,47.34,58,7/10/15,1,0,0,0,36,0
fb_672,m,67.53,47.92,59,7/11/15,0,0,0,0,0,0
fb_673,m,67.74,48.12,60,7/12/15,0,0,0,0,0,0
fb_674,m,67.78,48.65,61,7/13/15,0,0,0,0,0,0
fb_675,m,68.38,49.18,61,7/14/15,1,0,0,0,39,0
fb_676,m,88.63,82.71,127,7/15/15,0,0,0,0,0,0
fb_677,m,88.66,82.73,127,7/16/15,0,0,0,0,0,0
fb_678,m,88.83,82.73,128,7/17/15,0,0,0,0,0,0
fb_679,m,88.97,82.82,129,7/18/15,0,0,0,0,0,0
fb_680,m,90.68,82.9,132,7/19/15,0,0,0,0,0,0
fb_681,m,91.15,82.91,133,7/10/15,0,0,0,0,0,0
fb_682,m,91.17,83.13,135,7/11/15,0,0,0,0,0,0
fb_683,m,91.17,83.25,139,7/12/15,0,0,0,0,0,0
fb_684,m,91.21,83.28,139,7/13/15,0,0,0,0,0,0
fb_685,m,91.22,83.42,141,7/14/15,0,0,0,0,0,0
fb_686,m,91.23,83.45,141,7/15/15,1,0,0,0,3,0
fb_687,m,91.26,83.87,143,7/16/15,0,0,0,0,0,0
fb_688,m,91.27,83.9,147,7/17/15,0,0,0,0,0,0
fb_689,m,91.29,83.99,148,7/18/15,0,0,0,0,0,0
fb_690,m,91.3,84.05,150,7/19/15,0,0,0,0,0,0
fb_691,m,91.3,84.12,151,7/10/15,0,0,0,0,0,0
fb_692,m,91.32,84.29,152,7/11/15,0,0,0,0,0,0
fb_693,m,91.32,84.32,152,7/12/15,0,0,0,0,0,0
fb_694,m,91.33,84.62,152,7/13/15,0,0,0,0,0,0
fb_695,m,91.33,84.74,154,7/14/15,0,0,0,0,0,0
fb_696,m,91.34,84.9,156,7/15/15,0,0,0,0,0,0
fb_697,m,91.36,84.93,159,7/16/15,0,0,0,0,0,0
fb_698,m,91.38,85.27,161,7/17/15,0,0,0,0,0,0
fb_699,m,91.41,85.38,162,7/18/15,0,0,0,0,0,0
fb_700,m,91.41,85.91,167,7/19/15,0,0,0,0,0,0
fb_701,f,66.45,46.99,64,8/9/15,0,0,0,0,0,0
fb_702,f,67.44,47.18,66,8/10/15,0,0,0,0,0,0
fb_703,f,68.69,47.45,67,8/11/15,0,0,0,0,0,0
fb_704,f,68.83,47.7,67,8/12/15,0,0,0,0,0,0
fb_705,f,69.03,48.43,67,8/13/15,0,0,0,0,0,0
fb_706,f,69.1,48.57,67,8/14/15,0,0,0,0,0,0
fb_707,f,69.22,48.64,67,8/15/15,0,0,0,0,0,0
fb_708,f,69.37,48.65,68,8/16/15,0,0,0,0,0,0
fb_709,f,69.52,48.67,68,8/17/15,0,0,0,0,0,0
fb_710,f,69.68,48.69,69,8/18/15,0,0,0,0,0,0
fb_711,f,69.96,48.7,69,8/9/15,0,0,0,0,0,0
fb_712,f,70.08,48.82,70,8/10/15,0,0,0,0,0,0
fb_713,f,70.19,48.99,71,8/11/15,0,0,0,0,0,0
fb_714,f,70.42,49.02,71,8/12/15,0,0,0,0,0,0
fb_715,f,70.48,49.15,71,8/13/15,0,0,0,0,0,0
fb_716,f,70.59,49.18,71,8/14/15,0,0,0,0,0,0
fb_717,f,70.8,49.49,72,8/15/15,1,0,0,0,22,0
fb_718,f,71.36,49.65,72,8/16/15,0,0,0,0,0,0
fb_719,f,71.41,49.68,73,8/17/15,1,0,0,0,21,0
fb_720,f,72.13,50.62,73,8/18/15,0,0,0,0,0,0
fb_721,f,75.69,56.05,135,8/9/15,0,0,0,0,0,0
fb_722,f,76,57.06,139,8/10/15,0,0,0,0,0,0
fb_723,f,76,57.89,144,8/11/15,0,0,0,0,0,0
fb_724,f,76.03,58.7,144,8/12/15,0,0,0,0,0,0
fb_725,f,76.04,58.81,146,8/13/15,0,0,0,0,0,0
fb_726,f,76.08,58.81,146,8/14/15,0,0,0,0,0,0
fb_727,f,76.11,58.82,147,8/15/15,0,0,0,0,0,0
fb_728,f,76.21,58.83,150,8/16/15,0,0,0,0,0,0
fb_729,f,76.25,58.83,152,8/17/15,0,0,0,0,0,0
fb_730,f,76.26,58.92,153,8/18/15,0,0,0,0,0,0
fb_731,f,76.28,58.94,153,8/9/15,0,0,0,0,0,0
fb_732,f,76.28,58.97,153,8/10/15,0,0,0,0,0,0
fb_733,f,76.31,59,154,8/11/15,0,0,0,0,0,0
fb_734,f,76.33,59.08,154,8/12/15,0,0,0,0,0,0
fb_735,f,76.33,59.1,155,8/13/15,0,0,0,0,0,0
fb_736,f,76.34,59.11,155,8/14/15,0,0,0,0,0,0
fb_737,f,76.34,59.16,157,8/15/15,0,0,0,0,0,0
fb_738,f,76.37,59.2,158,8/16/15,0,0,0,0,0,0
fb_739,f,76.39,59.2,159,8/17/15,0,0,0,0,0,0
fb_740,f,76.39,59.21,160,8/18/15,0,0,0,0,0,0
fb_741,f,76.4,59.22,161,8/9/15,0,0,0,0,0,0
fb_742,f,76.44,59.23,161,8/10/15,0,0,0,0,0,0
fb_743,f,76.46,59.28,162,8/11/15,0,0,0,0,0,0
fb_744,f,76.47,59.42,162,8/12/15,0,0,0,0,0,0
fb_745,f,76.48,59.44,162,8/13/15,0,0,0,0,0,0
fb_746,f,76.48,59.49,163,8/14/15,0,0,0,0,0,0
fb_747,f,76.49,59.5,163,8/15/15,0,0,0,0,0,0
fb_748,f,76.49,59.51,163,8/16/15,0,0,0,0,0,0
fb_749,f,76.5,59.52,164,8/17/15,0,0,0,0,0,0
fb_750,f,76.5,59.6,164,8/18/15,0,0,0,0,0,0
fb_751,f,76.5,59.65,165,8/9/15,0,0,0,0,0,0
fb_752,f,76.54,59.68,165,8/10/15,0,0,0,0,0,0
fb_753,f,76.59,59.84,166,8/11/15,0,0,0,0,0,0
fb_754,f,76.65,59.9,167,8/12/15,0,0,0,0,0,0
fb_755,f,76.66,60.12,167,8/13/15,0,0,0,0,0,0
fb_756,f,76.69,60.13,167,8/14/15,0,0,0,0,0,0
fb_757,f,76.73,60.14,167,8/15/15,0,0,0,0,0,0
fb_758,f,76.73,60.37,179,8/16/15,0,0,0,0,0,0
fb_759,f,76.74,60.43,221,8/17/15,0,0,0,0,0,0
fb_760,f,76.74,60.44,181,8/18/15,0,0,0,0,0,0
fb_761,m,67.23,45.7,64,8/9/15,0,0,0,0,0,0
fb_762,m,68.68,49.19,66,8/10/15,0,0,0,0,0,0
fb_763,m,68.93,49.59,66,8/11/15,0,0,0,0,0,0
fb_764,m,68.94,49.86,67,8/12/15,0,0,0,0,0,0
fb_765,m,68.99,50.24,67,8/13/15,0,0,0,0,0,0
fb_766,m,69.11,50.25,68,8/14/15,0,0,0,0,0,0
fb_767,m,69.14,50.33,68,8/15/15,0,0,0,0,0,0
fb_768,m,69.6,50.84,68,8/16/15,0,0,0,0,0,0
fb_769,m,70.71,51.39,68,8/17/15,0,0,0,0,0,0
fb_770,m,70.82,51.44,69,8/18/15,0,0,0,0,0,0
fb_771,m,70.99,51.84,69,8/9/15,0,0,0,0,0,0
fb_772,m,71.23,52.42,70,8/10/15,0,0,0,0,0,0
fb_773,m,71.44,52.62,70,8/11/15,0,0,0,0,0,0
fb_774,m,71.48,53.15,71,8/12/15,0,0,0,0,0,0
fb_775,m,72.08,53.68,71,8/13/15,0,0,0,0,0,0
fb_776,m,91.27,83.9,138,8/14/15,0,0,0,0,0,0
fb_777,m,91.29,83.99,138,8/15/15,0,0,0,0,0,0
fb_778,m,91.3,84.05,139,8/16/15,0,0,0,0,0,0
fb_779,m,91.3,84.12,140,8/17/15,0,0,0,0,0,0
fb_780,m,91.32,84.29,143,8/18/15,0,0,0,0,0,0
fb_781,m,91.32,84.32,144,8/9/15,0,0,0,0,0,0
fb_782,m,91.33,84.62,147,8/10/15,0,0,0,0,0,0
fb_783,m,91.33,84.74,150,8/11/15,0,0,0,0,0,0
fb_784,m,91.34,84.9,150,8/12/15,0,0,0,0,0,0
fb_785,m,91.36,84.93,152,8/13/15,0,0,0,0,0,0
fb_786,m,91.38,85.27,152,8/14/15,0,0,0,0,0,0
fb_787,m,91.41,85.38,154,8/15/15,0,0,0,0,0,0
fb_788,m,91.41,85.91,158,8/16/15,0,0,0,0,0,0
fb_789,m,91.63,86.11,160,8/17/15,0,0,0,0,0,0
fb_790,m,91.66,86.13,161,8/18/15,0,0,0,0,0,0
fb_791,m,91.83,86.13,162,8/9/15,0,0,0,0,0,0
fb_792,m,91.97,86.22,163,8/10/15,0,0,0,0,0,0
fb_793,m,93.68,86.3,163,8/11/15,0,0,0,0,0,0
fb_794,m,93.97,86.31,163,8/12/15,0,0,0,0,0,0
fb_795,m,93.97,86.33,165,8/13/15,0,0,0,0,0,0
fb_796,m,94.01,86.45,167,8/14/15,0,0,0,0,0,0
